1000,1.2625e-14,1.0796e-15,8.2607e-18,1.0929e-19,1.3713e-14
970.87,1.4559e-14,1.6089e-15,1.0431e-17,1.5698e-19,1.6179e-14
943.4,1.6744e-14,2.4376e-15,1.3097e-17,2.3035e-19,1.9195e-14
917.43,1.9208e-14,3.7773e-15,1.6356e-17,3.4585e-19,2.3002e-14
892.86,2.1983e-14,6.0359e-15,2.0323e-17,5.2767e-19,2.804e-14
869.57,2.5102e-14,1.0061e-14,2.513e-17,8.1035e-19,3.5189e-14
847.46,2.8602e-14,1.7786e-14,3.0933e-17,1.2441e-18,4.6421e-14
826.45,3.2519e-14,3.4119e-14,3.7911e-17,1.9057e-18,6.6678e-14
806.45,3.6872e-14,7.2665e-14,4.6275e-17,2.9062e-18,1.0959e-13
787.4,4.1612e-14,1.6412e-13,5.6269e-17,4.2172e-18,2.0579e-13
769.23,4.6752e-14,2.6207e-13,6.8178e-17,4.7391e-18,3.0889e-13
751.88,5.2903e-14,1.9385e-13,8.2338e-17,4.8404e-18,2.4684e-13
735.29,5.9995e-14,1.1279e-13,9.9141e-17,6.6783e-18,1.7289e-13
719.42,6.7899e-14,7.1164e-14,1.1905e-16,1.0211e-17,1.3919e-13
704.23,7.6741e-14,4.9752e-14,1.4262e-16,1.5869e-17,1.2665e-13
689.66,8.6681e-14,3.7617e-14,1.7048e-16,2.4833e-17,1.2449e-13
675.68,9.7874e-14,3.0104e-14,2.034e-16,3.9183e-17,1.2822e-13
662.25,1.1043e-13,2.5115e-14,2.4225e-16,6.2488e-17,1.3585e-13
649.35,1.243e-13,2.1616e-14,2.8803e-16,1.0118e-16,1.4631e-13
636.94,1.3892e-13,1.905e-14,3.4178e-16,1.6771e-16,1.5848e-13
625,1.524e-13,1.7099e-14,4.044e-16,2.8878e-16,1.702e-13
613.5,1.6001e-13,1.5566e-14,4.7623e-16,5.2966e-16,1.7658e-13
602.41,1.5283e-13,1.4322e-14,5.5677e-16,1.0819e-15,1.6879e-13
591.72,1.2246e-13,1.328e-14,6.4643e-16,2.6877e-15,1.3908e-13
581.4,7.5451e-14,1.2406e-14,7.5266e-16,9.8885e-15,9.8498e-14
571.43,3.3596e-14,1.1743e-14,8.964e-16,4.6061e-14,9.2297e-14
561.8,9.7207e-15,1.0767e-14,1.0608e-15,1.4681e-14,3.6229e-14
552.49,1.2461e-15,1.0008e-14,1.2832e-15,5.2389e-15,1.7776e-14
543.48,1.5141e-15,9.2965e-15,1.5785e-15,2.8244e-15,1.5213e-14
534.76,5.7914e-15,8.5777e-15,1.9785e-15,1.872e-15,1.822e-14
526.32,1.1558e-14,7.8186e-15,2.5489e-15,1.3913e-15,2.3316e-14
518.13,1.7613e-14,6.9866e-15,3.4315e-15,1.106e-15,2.9137e-14
510.2,2.3425e-14,6.0455e-15,4.9808e-15,9.1444e-16,3.5366e-14
502.51,2.8788e-14,4.9572e-15,8.2134e-15,7.701e-16,4.2729e-14
495.05,3.37e-14,3.6973e-15,1.4284e-14,6.4599e-16,5.2327e-14
487.8,3.8094e-14,2.3433e-15,7.0334e-15,5.6512e-16,4.8036e-14
480.77,4.1827e-14,1.316e-15,9.6519e-16,5.0537e-16,4.4614e-14
473.93,4.5164e-14,2.0615e-15,4.3167e-16,4.4426e-16,4.8101e-14
467.29,4.8063e-14,9.6111e-15,7.6962e-16,3.9551e-16,5.884e-14
460.83,5.0481e-14,2.5169e-14,1.2903e-15,3.4986e-16,7.729e-14
454.55,5.254e-14,3.2766e-14,1.8853e-15,2.8735e-16,8.7478e-14
448.43,5.4214e-14,3.1228e-14,2.5452e-15,2.1737e-16,8.8205e-14
442.48,5.5164e-14,2.789e-14,3.2842e-15,1.4965e-16,8.6487e-14
436.68,5.4673e-14,2.496e-14,4.128e-15,1.0977e-16,8.3871e-14
431.03,5.0745e-14,2.261e-14,5.1123e-15,2.2268e-16,7.869e-14
425.53,4.0595e-14,2.0662e-14,6.2827e-15,8.8566e-16,6.8425e-14
420.17,2.5376e-14,1.8898e-14,7.701e-15,2.4257e-15,5.4401e-14
414.94,1.5366e-14,1.716e-14,9.4175e-15,3.0076e-15,4.4951e-14
409.84,1.524e-14,1.5426e-14,1.1313e-14,2.535e-15,4.4515e-14
404.86,1.9475e-14,1.3686e-14,1.2397e-14,2.0268e-15,4.7585e-14
400,2.3886e-14,1.2494e-14,1.0556e-14,1.6467e-15,4.8584e-14
